Servicio Meteorológico Nacional
Red: SMN
Estación: SANQUINTIN
Estado: Baja California
Municipio: Ensenada
Latitud (N): 30.53166667
Longitud (O): -115.8375
Altitud: 32

Fecha Local,Fecha UTC,Dirección del Viento (grados),Dirección de ráfaga (grados),Rapidez de viento (km/h),Rapidez de ráfaga (km/h),Temperatura del Aire (°C),Humedad relativa (%),Presión Atmosférica (hpa),Precipitación (mm),Radiación Solar (W/m²),
2023-02-18 16:50:00,2023-02-18 22:50:00,208.0,198.0,11.3,20.5,17.6,36,1012.6,0,543,
2023-02-18 16:40:00,2023-02-18 22:40:00,188.0,185.0,12.1,19.4,17.6,34,1012.7,0,574,
2023-02-18 16:30:00,2023-02-18 22:30:00,194.0,190.0,13.8,21.2,17.9,32,1012.6,0,604,
2023-02-18 16:20:00,2023-02-18 22:20:00,198.0,199.0,13.9,21.6,17.8,30,1012.6,0,631,
2023-02-18 16:10:00,2023-02-18 22:10:00,196.0,187.0,14.2,23.4,18,27,1012.7,0,658,
2023-02-18 16:00:00,2023-02-18 22:00:00,205.0,193.0,15,24.1,18.1,26,1012.8,0,684,
2023-02-18 15:50:00,2023-02-18 21:50:00,208.0,209.0,13.1,19.1,18.1,26,1012.8,0,706,
2023-02-18 15:40:00,2023-02-18 21:40:00,212.0,202.0,14.5,23,18.1,27,1012.9,0,725,
2023-02-18 15:30:00,2023-02-18 21:30:00,214.0,206.0,13.2,21.6,18.1,27,1012.9,0,743,
2023-02-18 15:20:00,2023-02-18 21:20:00,217.0,247.0,13.3,19.8,18.3,26,1012.9,0,760,
2023-02-18 15:10:00,2023-02-18 21:10:00,213.0,210.0,14.8,20.5,18.2,25,1012.8,0,776,
2023-02-18 15:00:00,2023-02-18 21:00:00,204.0,189.0,15.1,20.9,18.7,23,1012.9,0,788,
2023-02-18 14:50:00,2023-02-18 20:50:00,199.0,189.0,14.1,23,18.6,23,1013,0,801,
2023-02-18 14:40:00,2023-02-18 20:40:00,199.0,184.0,15.5,21.6,18.8,21,1013.1,0,811,
2023-02-18 14:30:00,2023-02-18 20:30:00,209.0,195.0,13.4,19.1,19,21,1013.1,0,817,
2023-02-18 14:20:00,2023-02-18 20:20:00,214.0,215.0,12.1,18.4,19.2,20,1013.3,0,821,
2023-02-18 14:10:00,2023-02-18 20:10:00,202.0,192.0,12.1,22,19.4,18,1013.4,0,822,
2023-02-18 14:00:00,2023-02-18 20:00:00,208.0,189.0,11,15.8,19.4,19,1013.6,0,823,
2023-02-18 13:50:00,2023-02-18 19:50:00,209.0,195.0,12.7,21.2,19.5,20,1013.7,0,817,
2023-02-18 13:40:00,2023-02-18 19:40:00,210.0,233.0,9.5,13.7,19.7,20,1013.7,0,811,
2023-02-18 13:30:00,2023-02-18 19:30:00,228.0,244.0,9.7,15.5,19.8,20,1013.8,0,803,
2023-02-18 13:20:00,2023-02-18 19:20:00,182.0,204.0,8,13.3,19.4,21,1013.9,0,793,
2023-02-18 13:10:00,2023-02-18 19:10:00,222.0,221.0,8.6,15.1,19.3,20,1014,0,784,
2023-02-18 13:00:00,2023-02-18 19:00:00,188.0,192.0,10,18,19.2,20,1014.1,0,770,
2023-02-18 12:50:00,2023-02-18 18:50:00,219.0,215.0,8.3,14.8,19.2,21,1014.2,0,749,
2023-02-18 12:40:00,2023-02-18 18:40:00,182.0,239.0,8.7,12.6,18.9,20,1014.3,0,731,
2023-02-18 12:30:00,2023-02-18 18:30:00,184.0,191.0,7.3,14.8,18.8,20,1014.4,0,708,
2023-02-18 12:20:00,2023-02-18 18:20:00,246.0,227.0,7.1,12.6,18.7,19,1014.4,0,684,
2023-02-18 12:10:00,2023-02-18 18:10:00,264.0,260.0,5,10.1,18.3,19,1014.5,0,659,
2023-02-18 12:00:00,2023-02-18 18:00:00,258.0,209.0,4.5,8.6,17.8,22,1014.5,0,634,
2023-02-18 11:50:00,2023-02-18 17:50:00,277.0,256.0,5.7,10.4,17.5,24,1014.5,0,608,
2023-02-18 11:40:00,2023-02-18 17:40:00,233.0,227.0,5.5,9,17.1,24,1014.4,0,583,
2023-02-18 11:30:00,2023-02-18 17:30:00,221.0,212.0,5.7,8.3,16.7,24,1014.4,0,557,
2023-02-18 11:20:00,2023-02-18 17:20:00,232.0,259.0,5.5,8.6,16.7,26,1014.3,0,526,
2023-02-18 11:10:00,2023-02-18 17:10:00,234.0,210.0,4.7,7.2,16.8,25,1014.2,0,497,
2023-02-18 11:00:00,2023-02-18 17:00:00,179.0,212.0,2.9,5.4,16.8,27,1014.1,0,466,
2023-02-18 10:50:00,2023-02-18 16:50:00,150.0,146.0,2.3,4,16.3,28,1014.1,0,445,
2023-02-18 10:40:00,2023-02-18 16:40:00,183.0,177.0,1.7,3.6,15.6,30,1014.1,0,418,
2023-02-18 10:30:00,2023-02-18 16:30:00,171.0,191.0,2.4,5,14.5,32,1014.1,0,386,
2023-02-18 10:20:00,2023-02-18 16:20:00,127.0,107.0,3.5,5.8,13.5,36,1014,0,359,
2023-02-18 10:10:00,2023-02-18 16:10:00,77.0,71.0,5,9,12.4,38,1013.9,0,325,
2023-02-18 10:00:00,2023-02-18 16:00:00,75.0,70.0,5.4,11.5,11.2,43,1013.9,0,288,
2023-02-18 09:50:00,2023-02-18 15:50:00,75.0,82.0,6.5,11.2,10.2,46,1013.9,0,250,
2023-02-18 09:40:00,2023-02-18 15:40:00,69.0,65.0,7.8,11.5,9.5,47,1014,0,212,
2023-02-18 09:30:00,2023-02-18 15:30:00,73.0,77.0,7.1,10.1,8.8,49,1014,0,173,
2023-02-18 09:20:00,2023-02-18 15:20:00,68.0,74.0,6.8,9.7,8.2,51,1013.8,0,136,
2023-02-18 09:10:00,2023-02-18 15:10:00,72.0,77.0,6.7,10.4,7.5,52,1013.8,0,98,
2023-02-18 09:00:00,2023-02-18 15:00:00,67.0,63.0,6.6,9.4,7.1,54,1013.7,0,63,
2023-02-18 08:50:00,2023-02-18 14:50:00,66.0,71.0,7.9,11.5,6.6,55,1013.7,0,32,
2023-02-18 08:40:00,2023-02-18 14:40:00,60.0,67.0,7.8,11.5,6.2,58,1013.6,0,5,
2023-02-18 08:30:00,2023-02-18 14:30:00,61.0,73.0,8.3,11.5,6,59,1013.5,0,0,
2023-02-18 08:20:00,2023-02-18 14:20:00,58.0,74.0,7.4,13,5.9,60,1013.5,0,0,
2023-02-18 08:10:00,2023-02-18 14:10:00,64.0,74.0,7.8,9.7,5.9,61,1013.5,0,0,
2023-02-18 08:00:00,2023-02-18 14:00:00,65.0,73.0,7.8,10.4,5.8,62,1013.4,0,0,
2023-02-18 07:50:00,2023-02-18 13:50:00,64.0,69.0,8.1,10.8,5.9,63,1013.3,0,0,
2023-02-18 07:40:00,2023-02-18 13:40:00,63.0,69.0,6.8,10.8,6.2,62,1013.2,0,0,
2023-02-18 07:30:00,2023-02-18 13:30:00,65.0,67.0,7.4,9.7,6.4,60,1013,0,0,
2023-02-18 07:20:00,2023-02-18 13:20:00,67.0,76.0,7.3,11.2,6.7,60,1012.9,0,0,
2023-02-18 07:10:00,2023-02-18 13:10:00,59.0,60.0,6.9,10.4,6.8,60,1012.7,0,0,
2023-02-18 07:00:00,2023-02-18 13:00:00,65.0,70.0,6.9,9.7,6.9,60,1012.6,0,0,
2023-02-18 06:50:00,2023-02-18 12:50:00,65.0,66.0,7.6,10.4,6.8,60,1012.3,0,0,
2023-02-18 06:40:00,2023-02-18 12:40:00,70.0,67.0,5.8,9.7,6.8,61,1012.2,0,0,
2023-02-18 06:30:00,2023-02-18 12:30:00,66.0,72.0,5.9,9.4,6.8,63,1012.1,0,0,
2023-02-18 06:20:00,2023-02-18 12:20:00,57.0,64.0,5.3,8.6,6.9,64,1012.1,0,0,
2023-02-18 06:10:00,2023-02-18 12:10:00,115.0,191.0,2.6,4.7,7.1,63,1012.3,0,0,
2023-02-18 06:00:00,2023-02-18 12:00:00,87.0,70.0,4,7.6,7.3,62,1012.2,0,0,
2023-02-18 05:50:00,2023-02-18 11:50:00,58.0,60.0,4.3,6.8,7.4,62,1012.2,0,0,
2023-02-18 05:40:00,2023-02-18 11:40:00,66.0,72.0,5.4,9,7.4,62,1012.1,0,0,
2023-02-18 05:30:00,2023-02-18 11:30:00,54.0,74.0,5.6,9.7,7.3,63,1012,0,0,
2023-02-18 05:20:00,2023-02-18 11:20:00,55.0,57.0,5.5,9,7.5,63,1011.9,0,0,
2023-02-18 05:10:00,2023-02-18 11:10:00,55.0,76.0,6.3,9.4,7.6,62,1012.1,0,0,
2023-02-18 05:00:00,2023-02-18 11:00:00,81.0,79.0,6.5,10.8,7.6,63,1012.4,0,0,
2023-02-18 04:50:00,2023-02-18 10:50:00,71.0,80.0,6.8,8.6,7.5,64,1012.5,0,0,
2023-02-18 04:40:00,2023-02-18 10:40:00,85.0,86.0,7.1,10.1,7.5,67,1012.7,0,0,
2023-02-18 04:30:00,2023-02-18 10:30:00,77.0,75.0,7.6,10.1,7.4,69,1012.8,0,0,
2023-02-18 04:20:00,2023-02-18 10:20:00,79.0,94.0,8.1,10.8,7.2,71,1012.9,0,0,
2023-02-18 04:10:00,2023-02-18 10:10:00,68.0,70.0,7.4,10.4,7,76,1013,0,0,
2023-02-18 04:00:00,2023-02-18 10:00:00,76.0,72.0,6,9.7,7.1,81,1013,0,0,
2023-02-18 03:50:00,2023-02-18 09:50:00,75.0,72.0,6.1,9.7,7,87,1012.8,0,0,
2023-02-18 03:40:00,2023-02-18 09:40:00,77.0,80.0,6.5,9,7.3,91,1012.9,0,0,
2023-02-18 03:30:00,2023-02-18 09:30:00,75.0,68.0,5.4,7.2,7.9,94,1013,0,0,
2023-02-18 03:20:00,2023-02-18 09:20:00,33.0,79.0,1.6,3.6,7.8,94,1013,0,0,
2023-02-18 03:10:00,2023-02-18 09:10:00,343.0,240.0,1.3,2.2,7.6,92,1012.8,0,0,
2023-02-18 03:00:00,2023-02-18 09:00:00,274.0,281.0,2.3,3.2,7.9,90,1012.6,0,0,
2023-02-18 02:50:00,2023-02-18 08:50:00,279.0,281.0,2.7,6.1,8.2,88,1012.3,0,0,
2023-02-18 02:40:00,2023-02-18 08:40:00,289.0,292.0,3,4.7,8.4,85,1012.1,0,0,
2023-02-18 02:30:00,2023-02-18 08:30:00,276.0,282.0,3.7,6.1,8.7,76,1012.1,0,0,
2023-02-18 02:20:00,2023-02-18 08:20:00,275.0,266.0,2.5,4,9,69,1012,0,0,
2023-02-18 02:10:00,2023-02-18 08:10:00,354.0,261.0,2,3.2,9.2,67,1012,0,0,
2023-02-18 02:00:00,2023-02-18 08:00:00,45.0,63.0,1.6,3.2,9.5,67,1011.9,0,0,
2023-02-18 01:50:00,2023-02-18 07:50:00,22.0,37.0,2.3,3.6,9.9,64,1012.1,0,0,
2023-02-18 01:40:00,2023-02-18 07:40:00,62.0,64.0,4,7.6,9.9,67,1012.1,0,0,
2023-02-18 01:30:00,2023-02-18 07:30:00,61.0,77.0,4.3,7.9,9.8,75,1012.2,0,0,
2023-02-18 01:20:00,2023-02-18 07:20:00,82.0,85.0,4.7,7.9,9.8,81,1012.3,0,0,
2023-02-18 01:10:00,2023-02-18 07:10:00,80.0,64.0,4.8,6.8,9.8,84,1012.4,0,0,
2023-02-18 01:00:00,2023-02-18 07:00:00,63.0,71.0,5.7,8.3,9.9,85,1012.5,0,0,
2023-02-18 00:50:00,2023-02-18 06:50:00,60.0,71.0,4.5,7.6,10,86,1012.7,0,0,
2023-02-18 00:40:00,2023-02-18 06:40:00,52.0,62.0,3.5,6.5,10.1,86,1012.9,0,0,
2023-02-18 00:30:00,2023-02-18 06:30:00,49.0,66.0,3.5,6.1,10.2,86,1013,0,0,
2023-02-18 00:20:00,2023-02-18 06:20:00,57.0,68.0,4.5,6.5,10.2,87,1013.1,0,0,
2023-02-18 00:10:00,2023-02-18 06:10:00,44.0,61.0,3.2,5,10.3,88,1013.1,0,0,
2023-02-18 00:00:00,2023-02-18 06:00:00,6.0,339.0,2.4,3.2,10.3,88,1013.1,0,0,
2023-02-17 23:50:00,2023-02-18 05:50:00,56.0,63.0,2.1,3.6,10.2,87,1013,0,0,
2023-02-17 23:40:00,2023-02-18 05:40:00,77.0,108.0,1.3,4,10.3,86,1012.9,0,0,
2023-02-17 23:30:00,2023-02-18 05:30:00,72.0,75.0,3.6,5.4,10.4,87,1012.8,0,0,
2023-02-17 23:20:00,2023-02-18 05:20:00,337.0,5.0,1.7,2.2,10.3,87,1012.7,0,0,
2023-02-17 23:10:00,2023-02-18 05:10:00,351.0,262.0,0.6,1.8,10.3,87,1012.7,0,0,
2023-02-17 23:00:00,2023-02-18 05:00:00,241.0,234.0,2.3,3.6,10.5,86,1012.7,0,0,
2023-02-17 22:50:00,2023-02-18 04:50:00,255.0,231.0,1.9,4.7,10.7,85,1012.5,0,0,
2023-02-17 22:40:00,2023-02-18 04:40:00,240.0,235.0,4.1,6.1,11.2,83,1012.5,0,0,
2023-02-17 22:30:00,2023-02-18 04:30:00,242.0,242.0,6,7.9,11.7,78,1012.5,0,0,
2023-02-17 22:20:00,2023-02-18 04:20:00,340.0,253.0,3.1,6.8,12.1,74,1012.3,0,0,
2023-02-17 22:10:00,2023-02-18 04:10:00,57.0,78.0,2.9,5.4,12.3,74,1012.2,0,0,
2023-02-17 22:00:00,2023-02-18 04:00:00,334.0,353.0,2.7,5.8,12.4,74,1012.2,0,0,
2023-02-17 21:50:00,2023-02-18 03:50:00,354.0,354.0,5.2,7.9,12.4,75,1012.1,0,0,
2023-02-17 21:40:00,2023-02-18 03:40:00,19.0,10.0,4.5,7.9,12.5,76,1012,0,0,
2023-02-17 21:30:00,2023-02-18 03:30:00,20.0,7.0,3,5.8,12.6,75,1012.2,0,0,
2023-02-17 21:20:00,2023-02-18 03:20:00,26.0,349.0,2.8,5.4,12.7,75,1012.4,0,0,
2023-02-17 21:10:00,2023-02-18 03:10:00,27.0,20.0,2.7,8.3,12.8,74,1012.4,0,0,
2023-02-17 21:00:00,2023-02-18 03:00:00,12.0,360.0,4.8,9,12.8,74,1012.4,0,0,
2023-02-17 20:50:00,2023-02-18 02:50:00,2.0,12.0,5,7.9,12.7,75,1012.4,0,0,
2023-02-17 20:40:00,2023-02-18 02:40:00,349.0,12.0,3,7.9,12.7,75,1012.4,0,0,
2023-02-17 20:30:00,2023-02-18 02:30:00,343.0,341.0,3.6,6.1,12.8,74,1012.2,0,0,
2023-02-17 20:20:00,2023-02-18 02:20:00,329.0,348.0,4.6,7.6,12.8,74,1012.1,0,0,
2023-02-17 20:10:00,2023-02-18 02:10:00,324.0,330.0,4,7.2,12.9,73,1012,0,0,
2023-02-17 20:00:00,2023-02-18 02:00:00,318.0,339.0,4,7.2,13.1,72,1011.9,0,0,
2023-02-17 19:50:00,2023-02-18 01:50:00,326.0,349.0,5.2,8.3,13.2,70,1011.8,0,0,
2023-02-17 19:40:00,2023-02-18 01:40:00,340.0,345.0,7.8,11.5,13.4,68,1011.6,0,0,
2023-02-17 19:30:00,2023-02-18 01:30:00,344.0,345.0,8.7,12.6,13.5,68,1011.6,0,0,
2023-02-17 19:20:00,2023-02-18 01:20:00,328.0,348.0,7.5,12.2,13.6,67,1011.5,0,3,
2023-02-17 19:10:00,2023-02-18 01:10:00,329.0,336.0,7.5,13,13.7,66,1011.4,0,26,
2023-02-17 19:00:00,2023-02-18 01:00:00,319.0,303.0,8.1,13.3,13.8,65,1011.4,0,38,
2023-02-17 18:50:00,2023-02-18 00:50:00,323.0,347.0,7.3,15.5,13.9,63,1011.4,0,45,
2023-02-17 18:40:00,2023-02-18 00:40:00,316.0,325.0,9.1,15.1,14.1,61,1011.5,0,71,
2023-02-17 18:30:00,2023-02-18 00:30:00,302.0,295.0,11,16.2,14.3,57,1011.5,0,103,
2023-02-17 18:20:00,2023-02-18 00:20:00,304.0,297.0,11.1,15.5,14.7,50,1011.5,0,138,
2023-02-17 18:10:00,2023-02-18 00:10:00,293.0,292.0,11.9,17.6,15.1,46,1011.5,0,206,
2023-02-17 18:00:00,2023-02-18 00:00:00,309.0,297.0,10.1,16.6,15.3,42,1011.4,0,230,
2023-02-17 17:50:00,2023-02-17 23:50:00,308.0,320.0,11.4,16.6,15.5,42,1011.3,0,212,
2023-02-17 17:40:00,2023-02-17 23:40:00,297.0,292.0,13.5,19.1,15.6,39,1011.3,0,279,
2023-02-17 17:30:00,2023-02-17 23:30:00,298.0,291.0,12.3,17.3,16.3,36,1011.2,0,254,
2023-02-17 17:20:00,2023-02-17 23:20:00,304.0,316.0,10.8,14.4,16.7,36,1011.3,0,520,
2023-02-17 17:10:00,2023-02-17 23:10:00,297.0,283.0,12,17.3,16,36,1011.3,0,645,
2023-02-17 17:00:00,2023-02-17 23:00:00,315.0,299.0,9.9,16.6,15.6,36,1011.2,0,440,
2023-02-17 16:50:00,2023-02-17 22:50:00,303.0,290.0,13.4,18.4,15.6,35,1011.2,0,390,
2023-02-17 16:40:00,2023-02-17 22:40:00,306.0,304.0,10.6,15.8,15.6,36,1011.2,0,328,
2023-02-17 16:30:00,2023-02-17 22:30:00,300.0,297.0,11.4,15.8,16,34,1011.3,0,277,
2023-02-17 16:20:00,2023-02-17 22:20:00,304.0,295.0,10.3,17.3,16.2,32,1011.3,0,413,
2023-02-17 16:10:00,2023-02-17 22:10:00,311.0,350.0,9.2,16.9,16.3,32,1011.4,0,392,
2023-02-17 16:00:00,2023-02-17 22:00:00,315.0,302.0,9.2,14,16.5,31,1011.5,0,424,
2023-02-17 15:50:00,2023-02-17 21:50:00,321.0,298.0,9.5,15.8,16.8,30,1011.7,0,412,
2023-02-17 15:40:00,2023-02-17 21:40:00,310.0,306.0,7.6,12.2,16.8,29,1011.8,0,470,
2023-02-17 15:30:00,2023-02-17 21:30:00,331.0,335.0,8.4,12.6,16.7,29,1011.9,0,473,
2023-02-17 15:20:00,2023-02-17 21:20:00,315.0,297.0,8.8,13.3,16.7,30,1012,0,466,
2023-02-17 15:10:00,2023-02-17 21:10:00,318.0,303.0,7.9,12.2,16.8,31,1012.1,0,484,
2023-02-17 15:00:00,2023-02-17 21:00:00,312.0,298.0,7.7,13.3,17.1,32,1012.3,0,553,
2023-02-17 14:50:00,2023-02-17 20:50:00,330.0,349.0,7.9,12.2,17.1,29,1012.6,0,761,
2023-02-17 14:40:00,2023-02-17 20:40:00,310.0,280.0,8,12.6,17.1,30,1012.7,0,666,
2023-02-17 14:30:00,2023-02-17 20:30:00,306.0,283.0,7.1,13,17.4,30,1012.9,0,707,
2023-02-17 14:20:00,2023-02-17 20:20:00,330.0,339.0,6.8,12.6,17.2,32,1013,0,796,
2023-02-17 14:10:00,2023-02-17 20:10:00,340.0,346.0,7.4,11.5,17.5,33,1013.2,0,844,
2023-02-17 14:00:00,2023-02-17 20:00:00,320.0,334.0,5.1,9.7,17.2,34,1013.4,0,894,
2023-02-17 13:50:00,2023-02-17 19:50:00,286.0,303.0,7.2,12.6,16.7,35,1013.6,0,883,
2023-02-17 13:40:00,2023-02-17 19:40:00,301.0,319.0,7,14.8,16.5,36,1013.6,0,720,
2023-02-17 13:30:00,2023-02-17 19:30:00,290.0,298.0,7.9,11.5,16.2,34,1013.6,0,754,
2023-02-17 13:20:00,2023-02-17 19:20:00,280.0,270.0,6.2,10.4,16,36,1013.7,0,663,
2023-02-17 13:10:00,2023-02-17 19:10:00,304.0,275.0,5.4,8.6,15.4,38,1013.7,0,699,
2023-02-17 13:00:00,2023-02-17 19:00:00,266.0,266.0,5.4,9,15.4,40,1013.9,0,340,
2023-02-17 12:50:00,2023-02-17 18:50:00,296.0,269.0,4,9,15.7,38,1013.8,0,566,
2023-02-17 12:40:00,2023-02-17 18:40:00,325.0,351.0,3.5,6.1,14.6,42,1013.7,0,675,
2023-02-17 12:30:00,2023-02-17 18:30:00,351.0,342.0,3.2,6.1,14.1,46,1013.7,0,394,
2023-02-17 12:20:00,2023-02-17 18:20:00,284.0,250.0,2.9,6.1,13.8,51,1013.9,0,329,
2023-02-17 12:10:00,2023-02-17 18:10:00,319.0,259.0,1.7,5,13.7,45,1014.1,0,292,
2023-02-17 12:00:00,2023-02-17 18:00:00,310.0,288.0,2.1,4.7,13.3,43,1014,0,237,
2023-02-17 11:50:00,2023-02-17 17:50:00,340.0,271.0,0.8,4,12.9,47,1014,0,245,
2023-02-17 11:40:00,2023-02-17 17:40:00,66.0,63.0,1.4,2.9,12.4,48,1014.1,0,210,
2023-02-17 11:30:00,2023-02-17 17:30:00,34.0,83.0,1,1.8,12.1,52,1014.1,0,183,
2023-02-17 11:20:00,2023-02-17 17:20:00,30.0,124.0,0.5,1.8,11.6,53,1014.3,0,163,
2023-02-17 11:10:00,2023-02-17 17:10:00,74.0,72.0,2,4,11.2,54,1014.3,0,170,
2023-02-17 11:00:00,2023-02-17 17:00:00,97.0,109.0,3.1,4.7,10.7,57,1014.5,0,183,
2023-02-17 10:50:00,2023-02-17 16:50:00,98.0,79.0,3.9,6.5,10.2,60,1014.5,0,172,
2023-02-17 10:40:00,2023-02-17 16:40:00,69.0,58.0,4.2,6.1,9.9,61,1014.4,0,133,
2023-02-17 10:30:00,2023-02-17 16:30:00,72.0,70.0,3.9,7.6,9.6,61,1014.7,0,109,
2023-02-17 10:20:00,2023-02-17 16:20:00,78.0,80.0,3.5,6.8,9.3,64,1014.8,0,122,
2023-02-17 10:10:00,2023-02-17 16:10:00,71.0,77.0,5.1,9.7,8.9,63,1014.8,0,134,
2023-02-17 10:00:00,2023-02-17 16:00:00,68.0,78.0,6.5,8.6,8.4,64,1014.9,0,178,
2023-02-17 09:50:00,2023-02-17 15:50:00,70.0,80.0,4.4,7.2,7.7,69,1015,0,160,
2023-02-17 09:40:00,2023-02-17 15:40:00,60.0,68.0,3,5,7.3,70,1015,0,85,
2023-02-17 09:30:00,2023-02-17 15:30:00,58.0,64.0,3.5,5.4,6.9,71,1014.7,0,62,
2023-02-17 09:20:00,2023-02-17 15:20:00,42.0,77.0,1.6,2.5,6.6,72,1014.7,0,55,
2023-02-17 09:10:00,2023-02-17 15:10:00,84.0,83.0,3.4,6.5,6.5,71,1014.7,0,37,
2023-02-17 09:00:00,2023-02-17 15:00:00,81.0,70.0,4.7,7.2,6.4,71,1014.5,0,12,
2023-02-17 08:50:00,2023-02-17 14:50:00,81.0,78.0,4.6,6.8,6.6,70,1014.4,0,0,
2023-02-17 08:40:00,2023-02-17 14:40:00,82.0,82.0,5.3,9.4,6.6,69,1014.3,0,0,
2023-02-17 08:30:00,2023-02-17 14:30:00,78.0,81.0,6.2,8.3,6.6,69,1014.1,0,0,
2023-02-17 08:20:00,2023-02-17 14:20:00,83.0,81.0,6.2,8.6,6.3,71,1014,0,0,
2023-02-17 08:10:00,2023-02-17 14:10:00,82.0,98.0,5.9,9,6.2,72,1014,0,0,
2023-02-17 08:00:00,2023-02-17 14:00:00,68.0,74.0,6.4,9.7,6.3,71,1013.9,0,0,
2023-02-17 07:50:00,2023-02-17 13:50:00,77.0,84.0,6.1,9.7,6.4,71,1013.9,0,0,
2023-02-17 07:40:00,2023-02-17 13:40:00,75.0,78.0,7.1,10.1,6.3,72,1013.9,0,0,
2023-02-17 07:30:00,2023-02-17 13:30:00,76.0,79.0,6.5,9,6.4,71,1014.1,0,0,
2023-02-17 07:20:00,2023-02-17 13:20:00,75.0,79.0,5.8,8.6,6.2,73,1014.2,0,0,
2023-02-17 07:10:00,2023-02-17 13:10:00,83.0,71.0,6,9.4,6.1,74,1014.3,0,0,
2023-02-17 07:00:00,2023-02-17 13:00:00,150.0,85.0,2.9,6.5,6.3,72,1014.4,0,0,
2023-02-17 06:50:00,2023-02-17 12:50:00,90.0,92.0,4.2,6.5,6.6,70,1014.6,0,0,
2023-02-17 06:40:00,2023-02-17 12:40:00,78.0,73.0,5.7,9.4,6.7,69,1014.6,0,0,
2023-02-17 06:30:00,2023-02-17 12:30:00,70.0,73.0,6,9.4,6.7,69,1014.5,0,0,
2023-02-17 06:20:00,2023-02-17 12:20:00,77.0,93.0,6.1,7.9,6.5,70,1014.6,0,0,
2023-02-17 06:10:00,2023-02-17 12:10:00,79.0,80.0,6,10.1,6.3,71,1014.7,0,0,
2023-02-17 06:00:00,2023-02-17 12:00:00,79.0,79.0,5.7,8.6,6.1,72,1014.8,0,0,
2023-02-17 05:50:00,2023-02-17 11:50:00,80.0,83.0,7.7,10.8,6,72,1014.8,0,0,
2023-02-17 05:40:00,2023-02-17 11:40:00,69.0,74.0,6.8,10.1,5.9,72,1014.8,0,0,
2023-02-17 05:30:00,2023-02-17 11:30:00,66.0,71.0,7.5,11.2,5.9,72,1014.9,0,0,
2023-02-17 05:20:00,2023-02-17 11:20:00,75.0,69.0,7.1,10.1,5.9,72,1015,0,0,
2023-02-17 05:10:00,2023-02-17 11:10:00,74.0,66.0,7.9,10.4,6,72,1015.2,0,0,
2023-02-17 05:00:00,2023-02-17 11:00:00,71.0,70.0,8.1,10.4,6,72,1015.3,0,0,
2023-02-17 04:50:00,2023-02-17 10:50:00,59.0,70.0,5.4,10.1,5.9,71,1015.3,0,0,
2023-02-17 04:40:00,2023-02-17 10:40:00,74.0,67.0,5.9,9.7,5.9,70,1015.4,0,0,
2023-02-17 04:30:00,2023-02-17 10:30:00,65.0,69.0,6.2,8.6,5.8,71,1015.3,0,0,
2023-02-17 04:20:00,2023-02-17 10:20:00,55.0,75.0,3.7,9.4,5.9,70,1015.5,0,0,
2023-02-17 04:10:00,2023-02-17 10:10:00,65.0,62.0,2.3,4,6.2,69,1015.7,0,0,
2023-02-17 04:00:00,2023-02-17 10:00:00,150.0,85.0,2.5,3.6,6.5,67,1015.8,0,0,
2023-02-17 03:50:00,2023-02-17 09:50:00,55.0,87.0,2.6,4.7,7,65,1015.9,0,0,
2023-02-17 03:40:00,2023-02-17 09:40:00,62.0,73.0,4.3,7.6,7.1,64,1016,0,0,
2023-02-17 03:30:00,2023-02-17 09:30:00,66.0,75.0,5.4,8.3,7.1,64,1016.1,0,0,
2023-02-17 03:20:00,2023-02-17 09:20:00,61.0,74.0,4.2,6.5,7,67,1016.1,0,0,
2023-02-17 03:10:00,2023-02-17 09:10:00,42.0,70.0,2.8,6.5,7.2,67,1016.2,0,0,
2023-02-17 03:00:00,2023-02-17 09:00:00,66.0,71.0,6.9,10.8,7.4,67,1016.2,0,0,
2023-02-17 02:50:00,2023-02-17 08:50:00,61.0,71.0,6.3,8.6,7.5,69,1016.3,0,0,
2023-02-17 02:40:00,2023-02-17 08:40:00,60.0,67.0,6.6,10.4,7.3,71,1016.4,0,0,
2023-02-17 02:30:00,2023-02-17 08:30:00,55.0,56.0,6,9,7,73,1016.5,0,0,
2023-02-17 02:20:00,2023-02-17 08:20:00,48.0,42.0,5.7,9.4,7,74,1016.6,0,0,
2023-02-17 02:10:00,2023-02-17 08:10:00,62.0,70.0,5,8.3,7,74,1016.7,0,0,
2023-02-17 02:00:00,2023-02-17 08:00:00,66.0,72.0,5.1,9.7,7.2,73,1016.7,0,0,
2023-02-17 01:50:00,2023-02-17 07:50:00,59.0,67.0,4.6,8.3,7.4,72,1016.8,0,0,
2023-02-17 01:40:00,2023-02-17 07:40:00,65.0,74.0,5.7,8.6,7.6,70,1016.9,0,0,
2023-02-17 01:30:00,2023-02-17 07:30:00,74.0,72.0,5.9,9.4,7.7,71,1017.1,0,0,
2023-02-17 01:20:00,2023-02-17 07:20:00,69.0,85.0,6.4,10.4,7.6,74,1017.1,0,0,
2023-02-17 01:10:00,2023-02-17 07:10:00,67.0,65.0,4.7,7.6,7.6,75,1017.1,0,0,
2023-02-17 01:00:00,2023-02-17 07:00:00,63.0,69.0,5.2,9.4,7.7,76,1017,0,0,
2023-02-17 00:50:00,2023-02-17 06:50:00,66.0,67.0,5.2,9.7,7.7,76,1017,0,0,
