Servicio Meteorológico Nacional
Red: SMN-ESMA
Estación: MORELIA
Estado: Michoacán de Ocampo
Municipio: Morelia
Latitud (N): 19.72138
Longitud (O): -101.18277
Altitud: 1918

Fecha Local,Fecha UTC,Temperatura del Aire (°C),Precipitación (mm),Humedad relativa (%),Presión Atmosférica (hpa),Radiación Solar (W/m²),Dirección del Viento (grados),Rapidez de viento (km/h),Dirección de ráfaga (grados),Rapidez de ráfaga (km/h),
2023-03-30 11:40:00,2023-03-30 17:40:00,26.7,,32,,747,,,,,
2023-03-30 11:30:00,2023-03-30 17:30:00,26.1,,34,,760,,,,,
2023-03-30 11:20:00,2023-03-30 17:20:00,27,,31,,796,,,,,
2023-03-30 11:10:00,2023-03-30 17:10:00,26.5,,32,,712,,,,,
2023-03-30 11:00:00,2023-03-30 17:00:00,26,,33,,743,,,,,
2023-03-30 10:50:00,2023-03-30 16:50:00,24.6,0,36,812,898,,,354.0,14.4,
2023-03-30 10:40:00,2023-03-30 16:40:00,24.1,,36,,792,,,,,
2023-03-30 10:30:00,2023-03-30 16:30:00,24.1,,37,,747,,,,,
2023-03-30 10:20:00,2023-03-30 16:20:00,23.8,,41,,583,,,,,
2023-03-30 10:10:00,2023-03-30 16:10:00,24.6,,38,,715,,,,,
2023-03-30 10:00:00,2023-03-30 16:00:00,24.1,,40,,709,,,,,
2023-03-30 09:50:00,2023-03-30 15:50:00,23.8,0,39,812.2,696,,,168.0,12.6,
2023-03-30 09:40:00,2023-03-30 15:40:00,23.1,,44,,684,,,,,
2023-03-30 09:30:00,2023-03-30 15:30:00,22.9,,45,,644,,,,,
2023-03-30 09:20:00,2023-03-30 15:20:00,22.9,,46,,601,,,,,
2023-03-30 09:10:00,2023-03-30 15:10:00,22.2,,48,,549,,,,,
2023-03-30 09:00:00,2023-03-30 15:00:00,21.2,,53,,464,,,,,
2023-03-30 08:50:00,2023-03-30 14:50:00,20.2,0,59,812.2,471,,,167.0,13.32,
2023-03-30 08:40:00,2023-03-30 14:40:00,19.4,,61,,436,,,,,
2023-03-30 08:30:00,2023-03-30 14:30:00,18.6,,66,,401,,,,,
2023-03-30 08:20:00,2023-03-30 14:20:00,18.1,,68,,300,,,,,
2023-03-30 08:10:00,2023-03-30 14:10:00,17.3,,71,,300,,,,,
2023-03-30 08:00:00,2023-03-30 14:00:00,16.9,,72,,223,,,,,
2023-03-30 07:50:00,2023-03-30 13:50:00,16.5,0,73,811.6,222,,,233.0,11.88,
2023-03-30 07:40:00,2023-03-30 13:40:00,16.2,,74,,137,,,,,
2023-03-30 07:30:00,2023-03-30 13:30:00,15.6,,78,,138,,,,,
2023-03-30 07:20:00,2023-03-30 13:20:00,15,,80,,107,,,,,
2023-03-30 07:10:00,2023-03-30 13:10:00,14.7,,81,,68,,,,,
2023-03-30 07:00:00,2023-03-30 13:00:00,14.7,,81,,36,,,,,
2023-03-30 06:50:00,2023-03-30 12:50:00,14.7,0,80,811,12,,,230.0,12.6,
2023-03-30 06:40:00,2023-03-30 12:40:00,14.7,,80,,0,,,,,
2023-03-30 06:30:00,2023-03-30 12:30:00,14.8,,79,,0,,,,,
2023-03-30 06:20:00,2023-03-30 12:20:00,14.8,,79,,0,,,,,
2023-03-30 06:10:00,2023-03-30 12:10:00,14.9,,78,,0,,,,,
2023-03-30 06:00:00,2023-03-30 12:00:00,15,,78,,0,,,,,
2023-03-30 05:50:00,2023-03-30 11:50:00,15.3,0,76,810.4,0,,,254.0,9.36,
2023-03-30 05:40:00,2023-03-30 11:40:00,15.3,,76,,0,,,,,
2023-03-30 05:30:00,2023-03-30 11:30:00,15.5,,75,,0,,,,,
2023-03-30 05:20:00,2023-03-30 11:20:00,15.7,,75,,0,,,,,
2023-03-30 05:10:00,2023-03-30 11:10:00,15.9,,74,,0,,,,,
2023-03-30 05:00:00,2023-03-30 11:00:00,16,,75,,0,,,,,
2023-03-30 04:50:00,2023-03-30 10:50:00,16.2,0,74,810.2,0,,,177.0,15.84,
2023-03-30 04:40:00,2023-03-30 10:40:00,16.3,,74,,0,,,,,
2023-03-30 04:30:00,2023-03-30 10:30:00,16.4,,72,,0,,,,,
2023-03-30 04:20:00,2023-03-30 10:20:00,16.5,,70,,0,,,,,
2023-03-30 04:10:00,2023-03-30 10:10:00,16.3,,72,,0,,,,,
2023-03-30 04:00:00,2023-03-30 10:00:00,16.1,,76,,0,,,,,
2023-03-30 03:50:00,2023-03-30 09:50:00,16,0,78,810.2,0,,,153.0,17.64,
2023-03-30 03:40:00,2023-03-30 09:40:00,16,,80,,0,,,,,
2023-03-30 03:30:00,2023-03-30 09:30:00,16,,79,,0,,,,,
2023-03-30 03:20:00,2023-03-30 09:20:00,16,,81,,0,,,,,
2023-03-30 03:10:00,2023-03-30 09:10:00,16,,81,,0,,,,,
2023-03-30 03:00:00,2023-03-30 09:00:00,16,,82,,0,,,,,
2023-03-30 02:50:00,2023-03-30 08:50:00,16.1,0.25,82,810.5,0,,,241.0,21.24,
2023-03-30 02:40:00,2023-03-30 08:40:00,16.3,,81,,0,,,,,
2023-03-30 02:30:00,2023-03-30 08:30:00,16.6,,81,,0,,,,,
2023-03-30 02:20:00,2023-03-30 08:20:00,17,,79,,0,,,,,
2023-03-30 02:10:00,2023-03-30 08:10:00,17.7,,68,,0,,,,,
2023-03-30 02:00:00,2023-03-30 08:00:00,18.3,,60,,0,,,,,
2023-03-30 01:50:00,2023-03-30 07:50:00,18.4,0,57,811.8,0,,,164.0,17.64,
2023-03-30 01:40:00,2023-03-30 07:40:00,18.7,,58,,0,,,,,
2023-03-30 01:30:00,2023-03-30 07:30:00,19.4,,56,,0,,,,,
2023-03-30 01:20:00,2023-03-30 07:20:00,19.9,,49,,0,,,,,
2023-03-30 01:10:00,2023-03-30 07:10:00,20.3,,46,,0,,,,,
2023-03-30 01:00:00,2023-03-30 07:00:00,20.3,,44,,0,,,,,
2023-03-30 00:50:00,2023-03-30 06:50:00,20.4,0,43,811.5,0,,,175.0,11.16,
2023-03-30 00:40:00,2023-03-30 06:40:00,20.5,,42,,0,,,,,
2023-03-30 00:30:00,2023-03-30 06:30:00,20.5,,41,,0,,,,,
2023-03-30 00:20:00,2023-03-30 06:20:00,20.3,,40,,0,,,,,
2023-03-30 00:10:00,2023-03-30 06:10:00,20.3,,40,,0,,,,,
2023-03-30 00:00:00,2023-03-30 06:00:00,20.4,,40,,0,,,,,
2023-03-29 23:50:00,2023-03-30 05:50:00,20.4,0,40,811.6,0,,,93.0,8.64,
2023-03-29 23:40:00,2023-03-30 05:40:00,20.5,,40,,0,,,,,
2023-03-29 23:30:00,2023-03-30 05:30:00,20.3,,40,,0,,,,,
2023-03-29 23:20:00,2023-03-30 05:20:00,20.1,,40,,0,,,,,
2023-03-29 23:10:00,2023-03-30 05:10:00,19.9,,41,,0,,,,,
2023-03-29 23:00:00,2023-03-30 05:00:00,19.8,,42,,0,,,,,
2023-03-29 22:50:00,2023-03-30 04:50:00,20,0,42,811.1,0,,,173.0,10.8,
2023-03-29 22:40:00,2023-03-30 04:40:00,20.2,,41,,0,,,,,
2023-03-29 22:30:00,2023-03-30 04:30:00,20.5,,39,,0,,,,,
2023-03-29 22:20:00,2023-03-30 04:20:00,20.4,,40,,0,,,,,
2023-03-29 22:10:00,2023-03-30 04:10:00,20.7,,40,,0,,,,,
2023-03-29 22:00:00,2023-03-30 04:00:00,20.6,,40,,0,,,,,
2023-03-29 21:50:00,2023-03-30 03:50:00,21,0,39,810.8,0,,,173.0,18.72,
2023-03-29 21:40:00,2023-03-30 03:40:00,21.4,,38,,0,,,,,
2023-03-29 21:30:00,2023-03-30 03:30:00,21.9,,37,,0,,,,,
2023-03-29 21:20:00,2023-03-30 03:20:00,22.2,,35,,0,,,,,
2023-03-29 21:10:00,2023-03-30 03:10:00,22.2,,35,,0,,,,,
2023-03-29 21:00:00,2023-03-30 03:00:00,22.2,,36,,0,,,,,
2023-03-29 20:50:00,2023-03-30 02:50:00,22.3,0,36,809.6,0,,,169.0,21.24,
2023-03-29 20:40:00,2023-03-30 02:40:00,22.6,,35,,0,,,,,
2023-03-29 20:30:00,2023-03-30 02:30:00,22.9,,34,,0,,,,,
2023-03-29 20:20:00,2023-03-30 02:20:00,23.1,,34,,0,,,,,
2023-03-29 20:10:00,2023-03-30 02:10:00,23.3,,34,,0,,,,,
2023-03-29 20:00:00,2023-03-30 02:00:00,23.6,,34,,0,,,,,
2023-03-29 19:50:00,2023-03-30 01:50:00,23.8,0,33,808.8,0,,,172.0,25.2,
2023-03-29 19:40:00,2023-03-30 01:40:00,24.1,,32,,0,,,,,
2023-03-29 19:30:00,2023-03-30 01:30:00,24.3,,31,,0,,,,,
2023-03-29 19:20:00,2023-03-30 01:20:00,24.5,,30,,0,,,,,
2023-03-29 19:10:00,2023-03-30 01:10:00,24.8,,29,,0,,,,,
2023-03-29 19:00:00,2023-03-30 01:00:00,25.1,,29,,0,,,,,
2023-03-29 18:50:00,2023-03-30 00:50:00,25.5,0,28,807.9,3,,,,,
2023-03-29 18:40:00,2023-03-30 00:40:00,25.8,,27,,12,,,,,
2023-03-29 18:30:00,2023-03-30 00:30:00,26.3,,26,,17,,,,,
2023-03-29 18:20:00,2023-03-30 00:20:00,26.8,,25,,28,,,,,
2023-03-29 18:10:00,2023-03-30 00:10:00,27.3,,25,,48,,,,,
2023-03-29 18:00:00,2023-03-30 00:00:00,27.9,,24,,124,,,,,
2023-03-29 17:50:00,2023-03-29 23:50:00,28.5,0,23,807.1,187,,,,,
2023-03-29 17:40:00,2023-03-29 23:40:00,29.1,,23,,261,,,,,
2023-03-29 17:30:00,2023-03-29 23:30:00,29.9,,22,,313,,,,,
2023-03-29 17:20:00,2023-03-29 23:20:00,30.4,,21,,341,,,,,
2023-03-29 17:10:00,2023-03-29 23:10:00,30.5,,22,,269,,,,,
2023-03-29 17:00:00,2023-03-29 23:00:00,31.2,,21,,244,,,,,
2023-03-29 16:50:00,2023-03-29 22:50:00,31.8,0,20,807.1,293,,,,,
2023-03-29 16:40:00,2023-03-29 22:40:00,32.1,,20,,507,,,,,
2023-03-29 16:30:00,2023-03-29 22:30:00,32.1,,19,,531,,,,,
2023-03-29 16:20:00,2023-03-29 22:20:00,31.5,,20,,589,,,,,
2023-03-29 16:10:00,2023-03-29 22:10:00,32.2,,20,,607,,,,,
2023-03-29 16:00:00,2023-03-29 22:00:00,32.3,,20,,638,,,,,
2023-03-29 15:50:00,2023-03-29 21:50:00,32.3,0,19,807.5,709,,,,,
2023-03-29 15:40:00,2023-03-29 21:40:00,32.4,,19,,755,,,,,
2023-03-29 15:30:00,2023-03-29 21:30:00,31.9,,19,,772,,,,,
2023-03-29 15:20:00,2023-03-29 21:20:00,31.5,,20,,811,,,,,
2023-03-29 15:10:00,2023-03-29 21:10:00,31.8,,20,,718,,,,,
2023-03-29 15:00:00,2023-03-29 21:00:00,31.1,,20,,919,,,,,
2023-03-29 14:50:00,2023-03-29 20:50:00,30.8,0,20,808.2,895,,,178.0,14.04,
2023-03-29 14:40:00,2023-03-29 20:40:00,31.5,,19,,890,,,,,
2023-03-29 14:30:00,2023-03-29 20:30:00,31.9,,19,,938,,,,,
2023-03-29 14:20:00,2023-03-29 20:20:00,32,,19,,966,,,,,
2023-03-29 14:10:00,2023-03-29 20:10:00,32.1,,18,,990,,,,,
2023-03-29 14:00:00,2023-03-29 20:00:00,31.8,,19,,935,,,,,
2023-03-29 13:50:00,2023-03-29 19:50:00,31.2,0,20,809.1,998,,,,,
2023-03-29 13:40:00,2023-03-29 19:40:00,31.1,,20,,935,,,,,
2023-03-29 13:30:00,2023-03-29 19:30:00,30.5,,21,,991,,,,,
2023-03-29 13:20:00,2023-03-29 19:20:00,30,,21,,1031,,,,,
2023-03-29 13:10:00,2023-03-29 19:10:00,30.1,,21,,1042,,,,,
2023-03-29 13:00:00,2023-03-29 19:00:00,30,,21,,1045,,,,,
2023-03-29 12:50:00,2023-03-29 18:50:00,29,0,22,810.3,1051,,,173.0,15.48,
2023-03-29 12:40:00,2023-03-29 18:40:00,28.9,,22,,1054,,,,,
2023-03-29 12:30:00,2023-03-29 18:30:00,29.2,,22,,1043,,,,,
2023-03-29 12:20:00,2023-03-29 18:20:00,29.2,,22,,1043,,,,,
2023-03-29 12:10:00,2023-03-29 18:10:00,28.3,,23,,1007,,,,,
2023-03-29 12:00:00,2023-03-29 18:00:00,28.2,,23,,1017,,,,,
2023-03-29 11:50:00,2023-03-29 17:50:00,27.6,0,23,811.3,1007,,,121.0,17.28,
2023-03-29 11:40:00,2023-03-29 17:40:00,28.1,,23,,983,,,,,
2023-03-29 11:30:00,2023-03-29 17:30:00,27.1,,24,,952,,,,,
2023-03-29 11:20:00,2023-03-29 17:20:00,28.5,,23,,959,,,,,
2023-03-29 11:10:00,2023-03-29 17:10:00,28,,24,,959,,,,,
2023-03-29 11:00:00,2023-03-29 17:00:00,27.9,,23,,925,,,,,
2023-03-29 10:50:00,2023-03-29 16:50:00,27.2,0,25,811.8,897,,,115.0,18.72,
2023-03-29 10:40:00,2023-03-29 16:40:00,26.9,,26,,860,,,,,
2023-03-29 10:30:00,2023-03-29 16:30:00,27,,25,,849,,,,,
2023-03-29 10:20:00,2023-03-29 16:20:00,26.1,,25,,812,,,,,
2023-03-29 10:10:00,2023-03-29 16:10:00,25.3,,25,,769,,,,,
2023-03-29 10:00:00,2023-03-29 16:00:00,24.4,,25,,742,,,,,
2023-03-29 09:50:00,2023-03-29 15:50:00,23.8,0,26,812,712,,,222.0,9,
2023-03-29 09:40:00,2023-03-29 15:40:00,23.7,,25,,676,,,,,
2023-03-29 09:30:00,2023-03-29 15:30:00,23,,26,,636,,,,,
2023-03-29 09:20:00,2023-03-29 15:20:00,22,,28,,599,,,,,
2023-03-29 09:10:00,2023-03-29 15:10:00,21.1,,30,,559,,,,,
2023-03-29 09:00:00,2023-03-29 15:00:00,20.1,,32,,521,,,,,
2023-03-29 08:50:00,2023-03-29 14:50:00,19.1,0,33,812.1,485,,,225.0,9.36,
2023-03-29 08:40:00,2023-03-29 14:40:00,18.3,,36,,439,,,,,
2023-03-29 08:30:00,2023-03-29 14:30:00,18.1,,37,,386,,,,,
2023-03-29 08:20:00,2023-03-29 14:20:00,17.8,,37,,344,,,,,
2023-03-29 08:10:00,2023-03-29 14:10:00,17.1,,38,,316,,,,,
2023-03-29 08:00:00,2023-03-29 14:00:00,16.2,,40,,265,,,,,
2023-03-29 07:50:00,2023-03-29 13:50:00,15.3,0,43,812.1,215,,,164.0,10.8,
2023-03-29 07:40:00,2023-03-29 13:40:00,14.6,,44,,170,,,,,
2023-03-29 07:30:00,2023-03-29 13:30:00,13.8,,45,,124,,,,,
2023-03-29 07:20:00,2023-03-29 13:20:00,13.2,,46,,93,,,,,
2023-03-29 07:10:00,2023-03-29 13:10:00,12.7,,47,,53,,,,,
2023-03-29 07:00:00,2023-03-29 13:00:00,12.4,,49,,27,,,,,
2023-03-29 06:50:00,2023-03-29 12:50:00,12.3,0,49,811.7,9,,,190.0,8.64,
2023-03-29 06:40:00,2023-03-29 12:40:00,12.4,,49,,0,,,,,
2023-03-29 06:30:00,2023-03-29 12:30:00,12.5,,47,,0,,,,,
2023-03-29 06:20:00,2023-03-29 12:20:00,12.6,,47,,0,,,,,
2023-03-29 06:10:00,2023-03-29 12:10:00,12.7,,46,,0,,,,,
2023-03-29 06:00:00,2023-03-29 12:00:00,12.7,,46,,0,,,,,
2023-03-29 05:50:00,2023-03-29 11:50:00,12.7,0,46,811.1,0,,,168.0,8.64,
2023-03-29 05:40:00,2023-03-29 11:40:00,12.7,,46,,0,,,,,
2023-03-29 05:30:00,2023-03-29 11:30:00,12.9,,47,,0,,,,,
2023-03-29 05:20:00,2023-03-29 11:20:00,13.1,,46,,0,,,,,
2023-03-29 05:10:00,2023-03-29 11:10:00,13.3,,44,,0,,,,,
2023-03-29 05:00:00,2023-03-29 11:00:00,13.6,,44,,0,,,,,
2023-03-29 04:50:00,2023-03-29 10:50:00,13.7,0,43,811,0,,,177.0,10.8,
2023-03-29 04:40:00,2023-03-29 10:40:00,13.8,,43,,0,,,,,
2023-03-29 04:30:00,2023-03-29 10:30:00,14.1,,42,,0,,,,,
2023-03-29 04:20:00,2023-03-29 10:20:00,14.2,,41,,0,,,,,
2023-03-29 04:10:00,2023-03-29 10:10:00,14.4,,41,,0,,,,,
2023-03-29 04:00:00,2023-03-29 10:00:00,14.5,,41,,0,,,,,
2023-03-29 03:50:00,2023-03-29 09:50:00,14.4,0,41,811,0,,,163.0,7.92,
2023-03-29 03:40:00,2023-03-29 09:40:00,14.3,,42,,0,,,,,
2023-03-29 03:30:00,2023-03-29 09:30:00,14.4,,41,,0,,,,,
2023-03-29 03:20:00,2023-03-29 09:20:00,14.4,,42,,0,,,,,
2023-03-29 03:10:00,2023-03-29 09:10:00,14.4,,42,,0,,,,,
2023-03-29 03:00:00,2023-03-29 09:00:00,14.5,,41,,0,,,,,
2023-03-29 02:50:00,2023-03-29 08:50:00,14.5,0,42,811.2,0,,,221.0,10.8,
2023-03-29 02:40:00,2023-03-29 08:40:00,14.8,,41,,0,,,,,
2023-03-29 02:30:00,2023-03-29 08:30:00,15.1,,40,,0,,,,,
2023-03-22 18:50:00,2023-03-23 00:50:00,25,0,21,809.9,1,,,163.0,23.76,
2023-03-22 18:40:00,2023-03-23 00:40:00,25.4,,20,,12,,,,,
2023-03-22 18:30:00,2023-03-23 00:30:00,25.9,,19,,18,,,,,
2023-03-22 18:20:00,2023-03-23 00:20:00,26.3,,19,,31,,,,,
2023-03-22 18:10:00,2023-03-23 00:10:00,26.8,,18,,47,,,,,
2023-03-22 18:00:00,2023-03-23 00:00:00,27.3,,18,,112,,,,,
2023-03-22 17:50:00,2023-03-22 23:50:00,27.8,0,17,809.6,127,,,,,
2023-03-22 17:40:00,2023-03-22 23:40:00,28.6,,17,,123,,,,,
2023-03-22 17:30:00,2023-03-22 23:30:00,29.9,,15,,252,,,,,
2023-03-22 17:20:00,2023-03-22 23:20:00,31,,15,,335,,,,,
2023-03-22 17:10:00,2023-03-22 23:10:00,31.3,,14,,348,,,,,
2023-03-22 17:00:00,2023-03-22 23:00:00,30.6,,15,,414,,,,,
2023-03-22 16:50:00,2023-03-22 22:50:00,30.7,0,16,809.7,456,,,,,
2023-03-22 16:40:00,2023-03-22 22:40:00,31.5,,15,,504,,,,,
2023-03-22 16:30:00,2023-03-22 22:30:00,31.4,,16,,545,,,,,
2023-03-22 16:20:00,2023-03-22 22:20:00,31.7,,14,,589,,,,,
2023-03-22 16:10:00,2023-03-22 22:10:00,32,,14,,627,,,,,
2023-03-22 16:00:00,2023-03-22 22:00:00,31.9,,14,,675,,,,,
2023-03-22 15:50:00,2023-03-22 21:50:00,31.3,0,14,810,731,,,,,
2023-03-22 15:40:00,2023-03-22 21:40:00,31.2,,15,,751,,,,,
2023-03-22 15:30:00,2023-03-22 21:30:00,31.1,,15,,771,,,,,
2023-03-22 15:20:00,2023-03-22 21:20:00,31.2,,14,,815,,,,,
2023-03-22 15:10:00,2023-03-22 21:10:00,31.5,,13,,857,,,,,
2023-03-22 15:00:00,2023-03-22 21:00:00,31.5,,14,,889,,,,,
2023-03-22 14:50:00,2023-03-22 20:50:00,31.5,0,14,810.5,897,,,134.0,19.08,
2023-03-22 14:40:00,2023-03-22 20:40:00,31.6,,15,,942,,,,,
2023-03-22 14:30:00,2023-03-22 20:30:00,31.6,,14,,883,,,,,
2023-03-22 14:20:00,2023-03-22 20:20:00,32,,14,,968,,,,,
2023-03-22 14:10:00,2023-03-22 20:10:00,31.6,,14,,1002,,,,,
2023-03-22 14:00:00,2023-03-22 20:00:00,31.5,,14,,996,,,,,
2023-03-22 13:50:00,2023-03-22 19:50:00,30.9,0,16,811.4,1015,,,92.0,13.68,
2023-03-22 13:40:00,2023-03-22 19:40:00,30.2,,16,,1017,,,,,
2023-03-22 13:30:00,2023-03-22 19:30:00,30.4,,15,,1035,,,,,
2023-03-22 13:20:00,2023-03-22 19:20:00,29.7,,17,,1040,,,,,
2023-03-22 13:10:00,2023-03-22 19:10:00,29.3,,18,,1051,,,,,
2023-03-22 13:00:00,2023-03-22 19:00:00,28.9,,18,,1053,,,,,
2023-03-22 12:50:00,2023-03-22 18:50:00,28.7,0,18,812.6,1050,,,11.0,16.2,
2023-03-22 12:40:00,2023-03-22 18:40:00,29.7,,16,,1059,,,,,
2023-03-22 12:30:00,2023-03-22 18:30:00,28.5,,18,,1058,,,,,
2023-03-22 12:20:00,2023-03-22 18:20:00,27.9,,18,,1061,,,,,
2023-03-22 12:10:00,2023-03-22 18:10:00,27.2,,19,,1051,,,,,
2023-03-22 12:00:00,2023-03-22 18:00:00,27.3,,19,,1043,,,,,
2023-03-22 11:50:00,2023-03-22 17:50:00,27.4,0,19,813.6,1028,,,4.0,18.72,
2023-03-22 11:40:00,2023-03-22 17:40:00,26.8,,20,,1014,,,,,
2023-03-22 11:30:00,2023-03-22 17:30:00,26.1,,19,,1000,,,,,
2023-03-22 11:20:00,2023-03-22 17:20:00,25.5,,22,,978,,,,,
2023-03-22 11:10:00,2023-03-22 17:10:00,25,,22,,961,,,,,
2023-03-22 11:00:00,2023-03-22 17:00:00,25.1,,22,,939,,,,,
2023-03-22 10:50:00,2023-03-22 16:50:00,24.7,0,23,814.3,914,,,76.0,14.76,
2023-03-22 10:40:00,2023-03-22 16:40:00,24.3,,23,,892,,,,,
2023-03-22 10:30:00,2023-03-22 16:30:00,23.6,,25,,856,,,,,
2023-03-22 10:20:00,2023-03-22 16:20:00,23.3,,25,,829,,,,,
2023-03-22 10:10:00,2023-03-22 16:10:00,22.9,,25,,799,,,,,
2023-03-22 10:00:00,2023-03-22 16:00:00,22.4,,26,,755,,,,,
2023-03-22 09:50:00,2023-03-22 15:50:00,22.2,0,28,814.6,725,,,74.0,9.36,
2023-03-22 09:40:00,2023-03-22 15:40:00,21.1,,29,,687,,,,,
2023-03-22 09:30:00,2023-03-22 15:30:00,20.3,,31,,648,,,,,
2023-03-22 09:20:00,2023-03-22 15:20:00,19.9,,31,,607,,,,,
2023-03-22 09:10:00,2023-03-22 15:10:00,19.5,,33,,568,,,,,
2023-03-22 09:00:00,2023-03-22 15:00:00,19.4,,33,,531,,,,,
2023-03-22 08:50:00,2023-03-22 14:50:00,18.3,0,35,814.2,488,,,168.0,8.28,
2023-03-22 08:40:00,2023-03-22 14:40:00,17.3,,37,,446,,,,,
2023-03-22 08:30:00,2023-03-22 14:30:00,16.4,,39,,405,,,,,
2023-03-22 08:20:00,2023-03-22 14:20:00,15.9,,40,,357,,,,,
2023-03-22 08:10:00,2023-03-22 14:10:00,15.2,,42,,312,,,,,
2023-03-22 08:00:00,2023-03-22 14:00:00,14.5,,44,,267,,,,,
2023-03-22 07:50:00,2023-03-22 13:50:00,13.5,0,47,813.8,223,,,172.0,9.72,
2023-03-22 07:40:00,2023-03-22 13:40:00,12.6,,50,,179,,,,,
2023-03-22 07:30:00,2023-03-22 13:30:00,11.9,,52,,136,,,,,
2023-03-22 07:20:00,2023-03-22 13:20:00,11,,54,,94,,,,,
2023-03-22 07:10:00,2023-03-22 13:10:00,10.4,,56,,56,,,,,
2023-03-22 07:00:00,2023-03-22 13:00:00,10.2,,57,,24,,,,,
2023-03-22 06:50:00,2023-03-22 12:50:00,10.2,0,56,813.3,2,,,216.0,10.08,
2023-03-22 06:40:00,2023-03-22 12:40:00,10.2,,56,,0,,,,,
2023-03-22 06:30:00,2023-03-22 12:30:00,10.3,,55,,0,,,,,
2023-03-22 06:20:00,2023-03-22 12:20:00,10.3,,55,,0,,,,,
2023-03-22 06:10:00,2023-03-22 12:10:00,10.5,,54,,0,,,,,
2023-03-22 05:50:00,2023-03-22 11:50:00,10.7,0,53,812.6,0,,,228.0,7.56,
2023-03-22 05:40:00,2023-03-22 11:40:00,10.6,,54,,0,,,,,
2023-03-22 05:30:00,2023-03-22 11:30:00,10.7,,54,,0,,,,,
2023-03-22 05:20:00,2023-03-22 11:20:00,10.8,,52,,0,,,,,
2023-03-22 05:10:00,2023-03-22 11:10:00,11,,52,,0,,,,,
2023-03-22 05:00:00,2023-03-22 11:00:00,11,,51,,0,,,,,
2023-03-22 04:50:00,2023-03-22 10:50:00,11,0,52,812.2,0,,,264.0,7.56,
2023-03-22 04:40:00,2023-03-22 10:40:00,11.1,,54,,0,,,,,
2023-03-22 04:30:00,2023-03-22 10:30:00,11.2,,54,,0,,,,,
2023-03-22 04:20:00,2023-03-22 10:20:00,11.4,,53,,0,,,,,
2023-03-22 04:10:00,2023-03-22 10:10:00,11.4,,53,,0,,,,,
2023-03-22 04:00:00,2023-03-22 10:00:00,11.6,,52,,0,,,,,
2023-03-22 03:50:00,2023-03-22 09:50:00,11.8,0,51,812,0,,,222.0,9.72,
2023-03-22 03:40:00,2023-03-22 09:40:00,11.7,,51,,0,,,,,
2023-03-22 03:30:00,2023-03-22 09:30:00,11.9,,51,,0,,,,,
2023-03-22 03:20:00,2023-03-22 09:20:00,12.3,,51,,0,,,,,
2023-03-22 03:10:00,2023-03-22 09:10:00,12.7,,49,,0,,,,,
2023-03-22 03:00:00,2023-03-22 09:00:00,13,,48,,0,,,,,
2023-03-22 02:50:00,2023-03-22 08:50:00,13.1,0,47,812,0,,,163.0,12.6,
2023-03-22 02:40:00,2023-03-22 08:40:00,13.2,,47,,0,,,,,
2023-03-22 02:30:00,2023-03-22 08:30:00,13.4,,46,,0,,,,,
2023-03-22 02:20:00,2023-03-22 08:20:00,13.5,,46,,0,,,,,
2023-03-22 02:10:00,2023-03-22 08:10:00,13.4,,47,,0,,,,,
2023-03-22 02:00:00,2023-03-22 08:00:00,13.7,,46,,0,,,,,
2023-03-22 01:50:00,2023-03-22 07:50:00,13.6,0,45,812.4,0,,,170.0,9.36,
2023-03-22 01:40:00,2023-03-22 07:40:00,13.6,,46,,0,,,,,
2023-03-22 01:30:00,2023-03-22 07:30:00,14,,44,,0,,,,,
2023-03-22 01:20:00,2023-03-22 07:20:00,14.1,,44,,0,,,,,
2023-03-22 01:10:00,2023-03-22 07:10:00,14.3,,43,,0,,,,,
2023-03-22 01:00:00,2023-03-22 07:00:00,14.5,,42,,0,,,,,
2023-03-22 00:50:00,2023-03-22 06:50:00,14.8,0,41,812.8,0,,,175.0,10.44,
2023-03-22 00:40:00,2023-03-22 06:40:00,15.2,,40,,0,,,,,
2023-03-22 00:30:00,2023-03-22 06:30:00,15.5,,39,,0,,,,,
2023-03-22 00:20:00,2023-03-22 06:20:00,15.9,,37,,0,,,,,
2023-03-22 00:10:00,2023-03-22 06:10:00,16,,36,,0,,,,,
2023-03-22 00:00:00,2023-03-22 06:00:00,16.1,,37,,0,,,,,
2023-03-21 23:50:00,2023-03-22 05:50:00,16.3,0,36,812.9,0,,,227.0,7.92,
2023-03-21 23:40:00,2023-03-22 05:40:00,16.2,,36,,0,,,,,
2023-03-21 23:30:00,2023-03-22 05:30:00,16,,38,,0,,,,,
2023-03-21 23:20:00,2023-03-22 05:20:00,16.1,,38,,0,,,,,
2023-03-21 23:10:00,2023-03-22 05:10:00,16.3,,39,,0,,,,,
2023-03-21 23:00:00,2023-03-22 05:00:00,16.5,,37,,0,,,,,
2023-03-21 22:50:00,2023-03-22 04:50:00,16.8,0,37,812.6,0,,,156.0,12.6,
2023-03-21 22:40:00,2023-03-22 04:40:00,17.3,,35,,0,,,,,
2023-03-21 22:30:00,2023-03-22 04:30:00,17.8,,34,,0,,,,,
2023-03-21 22:20:00,2023-03-22 04:20:00,18.4,,33,,0,,,,,
2023-03-21 22:10:00,2023-03-22 04:10:00,18.7,,32,,0,,,,,
2023-03-21 22:00:00,2023-03-22 04:00:00,18.9,,33,,0,,,,,
