Servicio Meteorológico Nacional
Red: SMN-ESMA
Estación: MORELIA
Estado: Michoacán de Ocampo
Municipio: Morelia
Latitud (N): 19.72138
Longitud (O): -101.18277
Altitud: 1918

Fecha Local,Fecha UTC,Temperatura del Aire (°C),Precipitación (mm),Humedad relativa (%),Presión Atmosférica (hpa),Radiación Solar (W/m²),Dirección del Viento (grados),Rapidez de viento (km/h),Dirección de ráfaga (grados),Rapidez de ráfaga (km/h),
2023-02-21 10:50:00,2023-02-21 16:50:00,24.1,0,37,811.6,800,,,180.0,10.44,
2023-02-21 10:40:00,2023-02-21 16:40:00,23.8,,39,,769,,,,,
2023-02-21 10:30:00,2023-02-21 16:30:00,23.6,,39,,730,,,,,
2023-02-21 10:20:00,2023-02-21 16:20:00,22.5,,41,,697,,,,,
2023-02-21 10:10:00,2023-02-21 16:10:00,22,,43,,664,,,,,
2023-02-21 10:00:00,2023-02-21 16:00:00,22,,42,,625,,,,,
2023-02-21 09:50:00,2023-02-21 15:50:00,21.4,0,43,811.8,597,,,239.0,9.36,
2023-02-21 09:40:00,2023-02-21 15:40:00,20.3,,46,,559,,,,,
2023-02-21 09:30:00,2023-02-21 15:30:00,19.3,,48,,526,,,,,
2023-02-21 09:20:00,2023-02-21 15:20:00,18.2,,52,,486,,,,,
2023-02-21 09:10:00,2023-02-21 15:10:00,17.6,,54,,450,,,,,
2023-02-21 09:00:00,2023-02-21 15:00:00,16.5,,57,,409,,,,,
2023-02-21 08:50:00,2023-02-21 14:50:00,15.4,0,61,811.7,362,,,215.0,10.44,
2023-02-21 08:40:00,2023-02-21 14:40:00,14.3,,66,,323,,,,,
2023-02-21 08:30:00,2023-02-21 14:30:00,13.4,,70,,283,,,,,
2023-02-21 08:20:00,2023-02-21 14:20:00,12.8,,74,,243,,,,,
2023-02-21 08:10:00,2023-02-21 14:10:00,12.5,,74,,201,,,,,
2023-02-21 08:00:00,2023-02-21 14:00:00,12.2,,74,,160,,,,,
2023-02-21 07:50:00,2023-02-21 13:50:00,12,0,76,811.3,119,,,202.0,9,
2023-02-21 07:40:00,2023-02-21 13:40:00,11.8,,77,,81,,,,,
2023-02-21 07:30:00,2023-02-21 13:30:00,11.5,,80,,46,,,,,
2023-02-21 07:20:00,2023-02-21 13:20:00,11.3,,81,,11,,,,,
2023-02-21 07:10:00,2023-02-21 13:10:00,11.3,,81,,1,,,,,
2023-02-21 07:00:00,2023-02-21 13:00:00,11.3,,80,,0,,,,,
2023-02-21 06:50:00,2023-02-21 12:50:00,11.1,0,81,810.8,0,,,178.0,6.84,
2023-02-21 06:40:00,2023-02-21 12:40:00,11.4,,79,,0,,,,,
2023-02-21 06:30:00,2023-02-21 12:30:00,11.7,,76,,0,,,,,
2023-02-21 06:20:00,2023-02-21 12:20:00,12,,73,,0,,,,,
2023-02-21 06:10:00,2023-02-21 12:10:00,12.2,,73,,0,,,,,
2023-02-21 06:00:00,2023-02-21 12:00:00,12.2,,72,,0,,,,,
2023-02-21 05:50:00,2023-02-21 11:50:00,12.1,0,73,810.3,0,,,165.0,9.36,
2023-02-21 05:40:00,2023-02-21 11:40:00,12,,74,,0,,,,,
2023-02-21 05:30:00,2023-02-21 11:30:00,12.1,,73,,0,,,,,
2023-02-21 05:20:00,2023-02-21 11:20:00,12,,73,,0,,,,,
2023-02-21 05:10:00,2023-02-21 11:10:00,12.2,,74,,0,,,,,
2023-02-21 05:00:00,2023-02-21 11:00:00,12.5,,72,,0,,,,,
2023-02-21 04:50:00,2023-02-21 10:50:00,12.7,0,73,810.1,0,,,219.0,7.2,
2023-02-21 04:40:00,2023-02-21 10:40:00,12.9,,70,,0,,,,,
2023-02-21 04:30:00,2023-02-21 10:30:00,13.1,,68,,0,,,,,
2023-02-21 04:20:00,2023-02-21 10:20:00,13.1,,68,,0,,,,,
2023-02-21 04:10:00,2023-02-21 10:10:00,12.9,,70,,0,,,,,
2023-02-21 04:00:00,2023-02-21 10:00:00,12.9,,69,,0,,,,,
2023-02-21 03:50:00,2023-02-21 09:50:00,13.2,0,67,809.9,0,,,165.0,9.36,
2023-02-21 03:40:00,2023-02-21 09:40:00,13.4,,65,,0,,,,,
2023-02-21 03:30:00,2023-02-21 09:30:00,13.4,,65,,0,,,,,
2023-02-21 03:20:00,2023-02-21 09:20:00,13.6,,63,,0,,,,,
2023-02-21 03:10:00,2023-02-21 09:10:00,13.6,,62,,0,,,,,
2023-02-21 03:00:00,2023-02-21 09:00:00,13.7,,62,,0,,,,,
2023-02-21 02:50:00,2023-02-21 08:50:00,13.9,0,61,810.1,0,,,160.0,10.8,
2023-02-21 02:40:00,2023-02-21 08:40:00,14,,60,,0,,,,,
2023-02-21 02:30:00,2023-02-21 08:30:00,14.2,,59,,0,,,,,
2023-02-21 02:20:00,2023-02-21 08:20:00,14.3,,58,,0,,,,,
2023-02-21 02:10:00,2023-02-21 08:10:00,14.3,,58,,0,,,,,
2023-02-21 02:00:00,2023-02-21 08:00:00,14.3,,59,,0,,,,,
2023-02-21 01:50:00,2023-02-21 07:50:00,14.5,0,58,810.7,0,,,206.0,11.52,
2023-02-21 01:40:00,2023-02-21 07:40:00,14.6,,57,,0,,,,,
2023-02-21 01:30:00,2023-02-21 07:30:00,15,,56,,0,,,,,
2023-02-21 01:20:00,2023-02-21 07:20:00,15.3,,55,,0,,,,,
2023-02-21 01:10:00,2023-02-21 07:10:00,15.5,,54,,0,,,,,
2023-02-21 01:00:00,2023-02-21 07:00:00,15.6,,54,,0,,,,,
2023-02-21 00:50:00,2023-02-21 06:50:00,15.8,0,54,811,0,,,213.0,11.16,
2023-02-21 00:40:00,2023-02-21 06:40:00,16,,54,,0,,,,,
2023-02-21 00:30:00,2023-02-21 06:30:00,16.3,,53,,0,,,,,
2023-02-21 00:20:00,2023-02-21 06:20:00,16.2,,53,,0,,,,,
2023-02-21 00:10:00,2023-02-21 06:10:00,16.1,,53,,0,,,,,
2023-02-21 00:00:00,2023-02-21 06:00:00,16.3,,53,,0,,,,,
2023-02-20 23:50:00,2023-02-21 05:50:00,16.8,0,52,811.1,0,,,170.0,9,
2023-02-20 23:40:00,2023-02-21 05:40:00,17.2,,50,,0,,,,,
2023-02-20 23:30:00,2023-02-21 05:30:00,17.4,,49,,0,,,,,
2023-02-20 23:20:00,2023-02-21 05:20:00,17.5,,50,,0,,,,,
2023-02-20 23:10:00,2023-02-21 05:10:00,17.9,,48,,0,,,,,
2023-02-20 23:00:00,2023-02-21 05:00:00,18.3,,47,,0,,,,,
2023-02-20 22:50:00,2023-02-21 04:50:00,18.4,0,46,811,0,,,168.0,15.48,
2023-02-20 22:40:00,2023-02-21 04:40:00,18.5,,46,,0,,,,,
2023-02-20 22:30:00,2023-02-21 04:30:00,18.7,,46,,0,,,,,
2023-02-20 22:20:00,2023-02-21 04:20:00,18.9,,45,,0,,,,,
2023-02-20 22:10:00,2023-02-21 04:10:00,19.1,,44,,0,,,,,
2023-02-20 22:00:00,2023-02-21 04:00:00,19.3,,44,,0,,,,,
2023-02-20 21:50:00,2023-02-21 03:50:00,19.4,0,43,810.8,0,,,174.0,14.76,
2023-02-20 21:40:00,2023-02-21 03:40:00,19.7,,41,,0,,,,,
2023-02-20 21:30:00,2023-02-21 03:30:00,20,,39,,0,,,,,
2023-02-20 21:20:00,2023-02-21 03:20:00,20,,39,,0,,,,,
2023-02-20 21:10:00,2023-02-21 03:10:00,20.1,,38,,0,,,,,
2023-02-20 21:00:00,2023-02-21 03:00:00,20.2,,36,,0,,,,,
2023-02-20 20:50:00,2023-02-21 02:50:00,20.6,0,34,810.3,0,,,163.0,18.36,
2023-02-20 20:40:00,2023-02-21 02:40:00,20.8,,34,,0,,,,,
2023-02-20 20:30:00,2023-02-21 02:30:00,21.2,,33,,0,,,,,
2023-02-20 20:20:00,2023-02-21 02:20:00,21.4,,32,,0,,,,,
2023-02-20 20:10:00,2023-02-21 02:10:00,21.6,,32,,0,,,,,
2023-02-20 20:00:00,2023-02-21 02:00:00,21.7,,32,,0,,,,,
2023-02-20 19:50:00,2023-02-21 01:50:00,21.8,0,32,809.5,0,,,176.0,20.88,
2023-02-20 19:40:00,2023-02-21 01:40:00,21.9,,32,,0,,,,,
2023-02-20 19:30:00,2023-02-21 01:30:00,22.1,,32,,0,,,,,
2023-02-20 19:20:00,2023-02-21 01:20:00,22.2,,32,,0,,,,,
2023-02-20 19:10:00,2023-02-21 01:10:00,22.7,,31,,0,,,,,
2023-02-20 19:00:00,2023-02-21 01:00:00,23.1,,30,,0,,,,,
2023-02-20 18:50:00,2023-02-21 00:50:00,23.5,0,29,809,0,,,160.0,19.44,
2023-02-20 18:40:00,2023-02-21 00:40:00,23.9,,27,,1,,,,,
2023-02-20 18:30:00,2023-02-21 00:30:00,24.3,,26,,8,,,,,
2023-02-20 18:20:00,2023-02-21 00:20:00,24.8,,26,,15,,,,,
2023-02-20 18:10:00,2023-02-21 00:10:00,25.3,,24,,37,,,,,
2023-02-20 18:00:00,2023-02-21 00:00:00,26,,24,,113,,,,,
2023-02-20 17:50:00,2023-02-20 23:50:00,26.9,0,22,808.6,155,,,,,
2023-02-20 17:40:00,2023-02-20 23:40:00,27.7,,22,,198,,,,,
2023-02-20 17:30:00,2023-02-20 23:30:00,28.6,,20,,244,,,,,
2023-02-20 17:20:00,2023-02-20 23:20:00,29.1,,19,,283,,,,,
2023-02-20 17:10:00,2023-02-20 23:10:00,29.7,,18,,317,,,,,
2023-02-20 17:00:00,2023-02-20 23:00:00,29.6,,17,,343,,,,,
2023-02-20 16:50:00,2023-02-20 22:50:00,29.7,0,18,808.4,283,,,,,
2023-02-20 16:40:00,2023-02-20 22:40:00,30,,17,,436,,,,,
2023-02-20 16:30:00,2023-02-20 22:30:00,30,,16,,467,,,,,
2023-02-20 16:20:00,2023-02-20 22:20:00,29.7,,17,,515,,,,,
2023-02-20 16:10:00,2023-02-20 22:10:00,29.7,,18,,543,,,,,
2023-02-20 16:00:00,2023-02-20 22:00:00,29.4,,18,,581,,,,,
2023-02-20 15:50:00,2023-02-20 21:50:00,30.1,0,17,808.6,621,,,,,
2023-02-20 15:40:00,2023-02-20 21:40:00,29.9,,17,,659,,,,,
2023-02-20 15:30:00,2023-02-20 21:30:00,29.7,,18,,696,,,,,
2023-02-20 15:20:00,2023-02-20 21:20:00,28.8,,18,,722,,,,,
2023-02-20 15:10:00,2023-02-20 21:10:00,28.5,,20,,760,,,,,
2023-02-20 15:00:00,2023-02-20 21:00:00,28.7,,19,,767,,,,,
2023-02-20 14:50:00,2023-02-20 20:50:00,28.7,0,19,809.4,805,,,,,
2023-02-20 14:40:00,2023-02-20 20:40:00,28.3,,20,,835,,,,,
2023-02-20 14:30:00,2023-02-20 20:30:00,28.6,,19,,860,,,,,
2023-02-20 14:20:00,2023-02-20 20:20:00,28.4,,19,,879,,,,,
2023-02-20 14:10:00,2023-02-20 20:10:00,28.3,,19,,899,,,,,
2023-02-20 14:00:00,2023-02-20 20:00:00,28.3,,19,,916,,,,,
2023-02-20 13:50:00,2023-02-20 19:50:00,27.4,0,18,810.7,942,,,24.0,19.8,
2023-02-20 13:40:00,2023-02-20 19:40:00,27.7,,20,,959,,,,,
2023-02-20 13:30:00,2023-02-20 19:30:00,27.2,,20,,974,,,,,
2023-02-20 13:20:00,2023-02-20 19:20:00,27,,24,,958,,,,,
2023-02-20 13:10:00,2023-02-20 19:10:00,26.6,,23,,965,,,,,
2023-02-20 13:00:00,2023-02-20 19:00:00,26,,24,,959,,,,,
2023-02-20 12:50:00,2023-02-20 18:50:00,26.3,0,25,811.7,964,,,5.0,18.72,
2023-02-20 12:40:00,2023-02-20 18:40:00,25.9,,25,,961,,,,,
2023-02-20 12:30:00,2023-02-20 18:30:00,25.5,,28,,947,,,,,
2023-02-20 12:20:00,2023-02-20 18:20:00,25.5,,27,,932,,,,,
2023-02-20 12:10:00,2023-02-20 18:10:00,25.3,,27,,934,,,,,
2023-02-20 12:00:00,2023-02-20 18:00:00,24.2,,31,,916,,,,,
2023-02-20 11:50:00,2023-02-20 17:50:00,24.2,0,30,813,908,,,357.0,15.12,
2023-02-20 11:40:00,2023-02-20 17:40:00,24.2,,30,,894,,,,,
2023-02-20 11:30:00,2023-02-20 17:30:00,23.4,,32,,884,,,,,
2023-02-20 11:20:00,2023-02-20 17:20:00,23.3,,33,,860,,,,,
2023-02-20 11:10:00,2023-02-20 17:10:00,23.4,,33,,843,,,,,
2023-02-20 11:00:00,2023-02-20 17:00:00,23,,33,,821,,,,,
2023-02-20 10:50:00,2023-02-20 16:50:00,22.8,0,35,813.8,792,,,33.0,14.4,
2023-02-20 10:40:00,2023-02-20 16:40:00,22.1,,36,,762,,,,,
2023-02-20 10:30:00,2023-02-20 16:30:00,22,,35,,736,,,,,
2023-02-20 10:20:00,2023-02-20 16:20:00,21.4,,37,,706,,,,,
2023-02-20 10:10:00,2023-02-20 16:10:00,21.6,,36,,668,,,,,
2023-02-20 10:00:00,2023-02-20 16:00:00,21.1,,37,,636,,,,,
2023-02-20 09:50:00,2023-02-20 15:50:00,20.1,0,39,814.2,603,,,240.0,9,
2023-01-31 23:00:00,2023-02-01 05:00:00,14.7,,72,,0,,,,,
2023-01-31 22:50:00,2023-02-01 04:50:00,14.9,0,70,811.2,0,,,249.0,9.36,
2023-01-31 22:40:00,2023-02-01 04:40:00,15.1,,68,,0,,,,,
2023-01-31 22:30:00,2023-02-01 04:30:00,15.3,,67,,0,,,,,
2023-01-31 22:20:00,2023-02-01 04:20:00,15.8,,64,,0,,,,,
2023-01-31 22:10:00,2023-02-01 04:10:00,16.3,,61,,0,,,,,
2023-01-31 22:00:00,2023-02-01 04:00:00,16.6,,58,,0,,,,,
2023-01-31 21:50:00,2023-02-01 03:50:00,16.9,0,55,811,0,,,188.0,15.12,
2023-01-31 21:40:00,2023-02-01 03:40:00,17.1,,52,,0,,,,,
2023-01-31 21:30:00,2023-02-01 03:30:00,17.2,,48,,0,,,,,
2023-01-31 21:20:00,2023-02-01 03:20:00,17.3,,46,,0,,,,,
2023-01-31 21:10:00,2023-02-01 03:10:00,17.4,,45,,0,,,,,
2023-01-31 21:00:00,2023-02-01 03:00:00,17.7,,44,,0,,,,,
2023-01-31 20:50:00,2023-02-01 02:50:00,17.7,0,44,810.6,0,,,165.0,12.24,
2023-01-31 20:40:00,2023-02-01 02:40:00,17.9,,43,,0,,,,,
2023-01-31 20:30:00,2023-02-01 02:30:00,18.1,,42,,0,,,,,
2023-01-31 20:20:00,2023-02-01 02:20:00,18.5,,41,,0,,,,,
2023-01-31 20:10:00,2023-02-01 02:10:00,18.8,,40,,0,,,,,
2023-01-31 20:00:00,2023-02-01 02:00:00,19.1,,38,,0,,,,,
2023-01-31 19:50:00,2023-02-01 01:50:00,19.3,0,37,809.9,0,,,175.0,15.12,
2023-01-31 19:40:00,2023-02-01 01:40:00,19.2,,37,,0,,,,,
2023-01-31 19:30:00,2023-02-01 01:30:00,19.1,,39,,0,,,,,
2023-01-31 19:20:00,2023-02-01 01:20:00,19.5,,37,,0,,,,,
2023-01-31 19:10:00,2023-02-01 01:10:00,19.9,,37,,0,,,,,
2023-01-31 19:00:00,2023-02-01 01:00:00,20.4,,36,,0,,,,,
2023-01-31 18:50:00,2023-02-01 00:50:00,20.9,0,34,809.3,0,,,167.0,28.08,
2023-01-31 18:40:00,2023-02-01 00:40:00,21.1,,34,,0,,,,,
2023-01-31 18:30:00,2023-02-01 00:30:00,21.5,,34,,1,,,,,
2023-01-31 18:20:00,2023-02-01 00:20:00,21.8,,33,,9,,,,,
2023-01-31 18:10:00,2023-02-01 00:10:00,22.2,,32,,17,,,,,
2023-01-31 18:00:00,2023-02-01 00:00:00,22.6,,32,,35,,,,,
2023-01-31 17:50:00,2023-01-31 23:50:00,23.1,0,31,808.6,46,,,170.0,28.44,
2023-01-31 17:40:00,2023-01-31 23:40:00,23.6,,30,,45,,,,,
2023-01-31 17:30:00,2023-01-31 23:30:00,24.1,,29,,177,,,,,
2023-01-31 17:20:00,2023-01-31 23:20:00,24.6,,28,,226,,,,,
2023-01-31 17:10:00,2023-01-31 23:10:00,25.2,,27,,265,,,,,
2023-01-31 17:00:00,2023-01-31 23:00:00,25.4,,27,,305,,,,,
2023-01-31 16:50:00,2023-01-31 22:50:00,25.5,0,27,808.4,348,,,,,
2023-01-31 16:40:00,2023-01-31 22:40:00,25.5,,26,,384,,,,,
2023-01-31 16:30:00,2023-01-31 22:30:00,25.7,,26,,427,,,,,
2023-01-31 16:20:00,2023-01-31 22:20:00,26,,25,,464,,,,,
2023-01-31 16:10:00,2023-01-31 22:10:00,25.9,,26,,496,,,,,
2023-01-31 16:00:00,2023-01-31 22:00:00,26.2,,26,,534,,,,,
2023-01-31 15:50:00,2023-01-31 21:50:00,26.4,0,26,808.3,573,,,124.0,29.52,
2023-01-31 15:40:00,2023-01-31 21:40:00,27,,27,,600,,,,,
2023-01-31 15:30:00,2023-01-31 21:30:00,26.8,,27,,641,,,,,
2023-01-31 15:20:00,2023-01-31 21:20:00,27,,27,,662,,,,,
2023-01-31 15:10:00,2023-01-31 21:10:00,27,,26,,703,,,,,
2023-01-31 15:00:00,2023-01-31 21:00:00,27.3,,25,,729,,,,,
2023-01-31 14:50:00,2023-01-31 20:50:00,27.1,0,26,808.7,776,,,172.0,25.92,
2023-01-31 14:40:00,2023-01-31 20:40:00,27.4,,27,,780,,,,,
2023-01-31 14:30:00,2023-01-31 20:30:00,27.4,,27,,615,,,,,
2023-01-31 14:20:00,2023-01-31 20:20:00,26.9,,27,,866,,,,,
2023-01-31 14:10:00,2023-01-31 20:10:00,26.7,,27,,912,,,,,
2023-01-31 14:00:00,2023-01-31 20:00:00,26,,28,,942,,,,,
2023-01-31 13:50:00,2023-01-31 19:50:00,25.7,0,29,809.5,250,,,,,
2023-01-31 13:40:00,2023-01-31 19:40:00,26.3,,27,,666,,,,,
2023-01-31 13:30:00,2023-01-31 19:30:00,26.1,,28,,906,,,,,
2023-01-31 13:20:00,2023-01-31 19:20:00,26.8,,26,,236,,,,,
2023-01-31 13:10:00,2023-01-31 19:10:00,27,,27,,390,,,,,
2023-01-31 13:00:00,2023-01-31 19:00:00,27,,27,,925,,,,,
2023-01-31 12:50:00,2023-01-31 18:50:00,26.2,0,30,810.6,882,,,230.0,16.2,
2023-01-31 12:40:00,2023-01-31 18:40:00,26.3,,30,,890,,,,,
2023-01-31 12:30:00,2023-01-31 18:30:00,26.1,,29,,884,,,,,
2023-01-31 12:20:00,2023-01-31 18:20:00,25.6,,31,,878,,,,,
2023-01-31 12:10:00,2023-01-31 18:10:00,25.6,,31,,873,,,,,
2023-01-31 12:00:00,2023-01-31 18:00:00,25.6,,31,,854,,,,,
2023-01-31 11:50:00,2023-01-31 17:50:00,24.7,0,33,811.6,836,,,324.0,10.08,
2023-01-31 11:40:00,2023-01-31 17:40:00,24.2,,35,,816,,,,,
2023-01-31 11:30:00,2023-01-31 17:30:00,23.7,,35,,801,,,,,
2023-01-31 11:20:00,2023-01-31 17:20:00,22.6,,37,,782,,,,,
2023-01-31 11:10:00,2023-01-31 17:10:00,22.7,,36,,771,,,,,
2023-01-31 11:00:00,2023-01-31 17:00:00,22.3,,38,,745,,,,,
2023-01-31 10:50:00,2023-01-31 16:50:00,21.7,0,39,812.7,727,,,82.0,8.64,
2023-01-31 10:40:00,2023-01-31 16:40:00,21.1,,42,,697,,,,,
2023-01-31 10:30:00,2023-01-31 16:30:00,20.7,,42,,670,,,,,
2023-01-31 10:20:00,2023-01-31 16:20:00,20.9,,42,,643,,,,,
2023-01-31 10:10:00,2023-01-31 16:10:00,21,,41,,609,,,,,
2023-01-31 10:00:00,2023-01-31 16:00:00,20.3,,43,,573,,,,,
2023-01-31 09:50:00,2023-01-31 15:50:00,19.4,0,45,812.8,537,,,175.0,8.28,
2023-01-31 09:40:00,2023-01-31 15:40:00,18.5,,48,,502,,,,,
2023-01-31 09:30:00,2023-01-31 15:30:00,17.5,,50,,466,,,,,
2023-01-31 09:20:00,2023-01-31 15:20:00,15.9,,57,,428,,,,,
2023-01-31 09:10:00,2023-01-31 15:10:00,14.8,,61,,390,,,,,
2023-01-31 09:00:00,2023-01-31 15:00:00,13.5,,67,,349,,,,,
2023-01-31 08:50:00,2023-01-31 14:50:00,12.2,0,72,812.2,307,,,198.0,7.92,
2023-01-31 08:40:00,2023-01-31 14:40:00,11.7,,75,,269,,,,,
2023-01-31 08:30:00,2023-01-31 14:30:00,11.2,,77,,228,,,,,
2023-01-31 08:20:00,2023-01-31 14:20:00,10.7,,79,,187,,,,,
2023-01-31 08:10:00,2023-01-31 14:10:00,10.4,,80,,145,,,,,
2023-01-31 08:00:00,2023-01-31 14:00:00,10.1,,81,,106,,,,,
2023-01-31 07:50:00,2023-01-31 13:50:00,10,0,82,811.4,70,,,166.0,9,
2023-01-31 07:40:00,2023-01-31 13:40:00,10,,82,,21,,,,,
2023-01-31 07:30:00,2023-01-31 13:30:00,10,,82,,9,,,,,
2023-01-31 07:20:00,2023-01-31 13:20:00,9.9,,83,,0,,,,,
2023-01-31 07:10:00,2023-01-31 13:10:00,9.9,,82,,0,,,,,
2023-01-31 07:00:00,2023-01-31 13:00:00,9.9,,82,,0,,,,,
2023-01-31 06:50:00,2023-01-31 12:50:00,9.9,0,82,810.9,0,,,163.0,10.44,
2023-01-31 06:40:00,2023-01-31 12:40:00,10,,82,,0,,,,,
2023-01-31 06:30:00,2023-01-31 12:30:00,10.2,,81,,0,,,,,
2023-01-31 06:20:00,2023-01-31 12:20:00,10.4,,80,,0,,,,,
2023-01-31 06:10:00,2023-01-31 12:10:00,10.5,,80,,0,,,,,
2023-01-31 06:00:00,2023-01-31 12:00:00,10.6,,78,,0,,,,,
2023-01-31 05:50:00,2023-01-31 11:50:00,10.6,0,78,810.5,0,,,161.0,12.24,
2023-01-31 05:40:00,2023-01-31 11:40:00,10.7,,78,,0,,,,,
2023-01-31 05:30:00,2023-01-31 11:30:00,10.7,,77,,0,,,,,
2023-01-31 05:20:00,2023-01-31 11:20:00,10.8,,76,,0,,,,,
2023-01-31 05:10:00,2023-01-31 11:10:00,10.8,,76,,0,,,,,
2023-01-31 05:00:00,2023-01-31 11:00:00,11,,75,,0,,,,,
2023-01-31 04:50:00,2023-01-31 10:50:00,11,0,75,810.2,0,,,152.0,10.8,
2023-01-31 04:40:00,2023-01-31 10:40:00,11.1,,74,,0,,,,,
2023-01-31 04:30:00,2023-01-31 10:30:00,11.3,,74,,0,,,,,
2023-01-31 04:20:00,2023-01-31 10:20:00,11.5,,72,,0,,,,,
2023-01-31 04:10:00,2023-01-31 10:10:00,11.6,,72,,0,,,,,
2023-01-31 04:00:00,2023-01-31 10:00:00,11.6,,74,,0,,,,,
2023-01-31 03:50:00,2023-01-31 09:50:00,11.7,0,75,810.1,0,,,175.0,9.36,
2023-01-31 03:40:00,2023-01-31 09:40:00,11.9,,72,,0,,,,,
2023-01-31 03:30:00,2023-01-31 09:30:00,12.1,,71,,0,,,,,
2023-01-31 03:20:00,2023-01-31 09:20:00,12.4,,69,,0,,,,,
2023-01-31 03:10:00,2023-01-31 09:10:00,12.6,,68,,0,,,,,
2023-01-31 03:00:00,2023-01-31 09:00:00,12.8,,67,,0,,,,,
2023-01-31 02:50:00,2023-01-31 08:50:00,12.9,0,66,810.4,0,,,169.0,10.8,
2023-01-31 02:40:00,2023-01-31 08:40:00,13,,65,,0,,,,,
2023-01-31 02:30:00,2023-01-31 08:30:00,13,,65,,0,,,,,
2023-01-31 02:20:00,2023-01-31 08:20:00,13.1,,65,,0,,,,,
2023-01-31 02:10:00,2023-01-31 08:10:00,13.1,,65,,0,,,,,
2023-01-31 02:00:00,2023-01-31 08:00:00,13.2,,64,,0,,,,,
2023-01-31 01:50:00,2023-01-31 07:50:00,13.3,0,64,810.8,0,,,219.0,10.44,
2023-01-31 01:40:00,2023-01-31 07:40:00,13.5,,64,,0,,,,,
2023-01-31 01:30:00,2023-01-31 07:30:00,13.7,,63,,0,,,,,
2023-01-31 01:20:00,2023-01-31 07:20:00,13.8,,62,,0,,,,,
2023-01-31 01:10:00,2023-01-31 07:10:00,14,,62,,0,,,,,
2023-01-31 01:00:00,2023-01-31 07:00:00,14.3,,61,,0,,,,,
2023-01-31 00:50:00,2023-01-31 06:50:00,14.5,0,59,811.2,0,,,216.0,11.16,
2023-01-31 00:40:00,2023-01-31 06:40:00,14.5,,59,,0,,,,,
2023-01-31 00:30:00,2023-01-31 06:30:00,14.6,,59,,0,,,,,
2023-01-31 00:20:00,2023-01-31 06:20:00,14.7,,59,,0,,,,,
2023-01-31 00:10:00,2023-01-31 06:10:00,14.8,,59,,0,,,,,
2023-01-31 00:00:00,2023-01-31 06:00:00,15,,57,,0,,,,,
2023-01-30 23:50:00,2023-01-31 05:50:00,15.1,0,57,811.3,0,,,220.0,9.36,
2023-01-30 23:40:00,2023-01-31 05:40:00,15.3,,57,,0,,,,,
2023-01-30 23:30:00,2023-01-31 05:30:00,15.6,,56,,0,,,,,
2023-01-30 23:20:00,2023-01-31 05:20:00,15.9,,54,,0,,,,,
2023-01-30 23:10:00,2023-01-31 05:10:00,16.2,,53,,0,,,,,
2023-01-30 23:00:00,2023-01-31 05:00:00,16.4,,53,,0,,,,,
2023-01-30 22:50:00,2023-01-31 04:50:00,16.7,0,52,811.1,0,,,225.0,11.16,
2023-01-30 22:40:00,2023-01-31 04:40:00,16.9,,52,,0,,,,,
2023-01-30 22:30:00,2023-01-31 04:30:00,17.1,,51,,0,,,,,
2023-01-30 22:20:00,2023-01-31 04:20:00,17.3,,50,,0,,,,,
2023-01-30 22:10:00,2023-01-31 04:10:00,17.5,,50,,0,,,,,
2023-01-30 22:00:00,2023-01-31 04:00:00,17.7,,49,,0,,,,,
2023-01-30 21:50:00,2023-01-31 03:50:00,17.8,0,48,811,0,,,175.0,13.32,
2023-01-30 21:40:00,2023-01-31 03:40:00,18,,47,,0,,,,,
2023-01-30 21:30:00,2023-01-31 03:30:00,18.4,,45,,0,,,,,
2023-01-30 21:20:00,2023-01-31 03:20:00,18.6,,43,,0,,,,,
2023-01-30 21:10:00,2023-01-31 03:10:00,18.9,,42,,0,,,,,
2023-01-30 21:00:00,2023-01-31 03:00:00,19.2,,40,,0,,,,,
2023-01-30 20:50:00,2023-01-31 02:50:00,19.2,0,40,810.9,0,,,170.0,14.4,
2023-01-30 20:40:00,2023-01-31 02:40:00,19.1,,40,,0,,,,,
2023-01-30 20:30:00,2023-01-31 02:30:00,19,,41,,0,,,,,
2023-01-30 20:20:00,2023-01-31 02:20:00,19.4,,40,,0,,,,,
2023-01-30 20:10:00,2023-01-31 02:10:00,19.7,,39,,0,,,,,
2023-01-30 20:00:00,2023-01-31 02:00:00,19.8,,39,,0,,,,,
2023-01-30 19:50:00,2023-01-31 01:50:00,19.9,0,39,810,0,,,173.0,15.12,
2023-01-30 19:40:00,2023-01-31 01:40:00,20.1,,39,,0,,,,,
2023-01-30 19:30:00,2023-01-31 01:30:00,20.4,,38,,0,,,,,
2023-01-30 19:20:00,2023-01-31 01:20:00,20.7,,38,,0,,,,,
2023-01-30 19:10:00,2023-01-31 01:10:00,21.2,,37,,0,,,,,
2023-01-30 19:00:00,2023-01-31 01:00:00,21.6,,36,,0,,,,,
2023-01-30 18:50:00,2023-01-31 00:50:00,21.9,0,36,809.3,0,,,177.0,19.44,
2023-01-30 18:40:00,2023-01-31 00:40:00,22.3,,35,,0,,,,,
2023-01-30 18:30:00,2023-01-31 00:30:00,22.7,,34,,1,,,,,
2023-01-30 18:20:00,2023-01-31 00:20:00,23.2,,32,,9,,,,,
2023-01-30 18:10:00,2023-01-31 00:10:00,23.7,,31,,17,,,,,
